Listing_ID,Role_Title,Company,Company_Type,Location_Micro_Market,Seniority,Experience_Required,Function,Key_Skills,Comp_Range_INR_LPA,Comp_Basis,Portal,Source_URL,Listing_Status,Posting_Date,Date_Found,Fit_Score,Fit_Rationale,Profile_Hook,Application_Notes,Agent_Source,Comp_Check,Verification_Note,Last_Verified
A07-041,"Assistant Vice President, Infrastructure Finance & Structured Products",L&T Finance,NBFC / HFC,Mumbai (unspecified),AVP,6-10 yrs (inferred),Project Finance,Infrastructure lending; structured products; cashflow modelling; asset monetisation; portfolio management,28-48,Market estimate,Naukri,https://www.naukri.com/infrastructure-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Mumbai-headquartered infra lender with real structured-products work, though the group has been rotating its book toward retail.",Capital planning and structured cashflow modelling,"No posting evidence. Confirm the infrastructure book is still being grown rather than run down; if not, the sister L&T infra-development entity is the better target.",A07,Not benchmarked,,
A07-042,"Manager, Asset Monetisation & Capital Planning",L&T Infrastructure Development Projects,Corporate,Powai,Manager,6-10 yrs (inferred),Strategy,Asset monetisation; InvIT/divestment structuring; capital planning; concession cashflow modelling; valuation,28-48,Market estimate,Naukri,https://www.naukri.com/infrastructure-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,"Asset monetisation is literally disposition strategy for infrastructure - deciding which concessions to sell, when and into which vehicle.",Retail disposition strategy = asset-level exit strategy at scale,L&T's Mumbai campus is at Powai. No posting evidence; the monetisation function is small and project-driven. This is the best narrative fit among the Indian corporates in this lane.,A07,Not benchmarked,,
A07-043,"Manager, Corporate Finance & Capital Planning",JSW Infrastructure,Corporate,BKC,Manager,6-10 yrs (inferred),FP&A,Capital planning; project funding; cashflow forecasting; capex modelling; treasury coordination,30-50,Market estimate,Naukri,https://www.naukri.com/infrastructure-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Ports capex and funding planning uses his deployment-planning skills, but this is corporate FP&A rather than investment strategy.",Capital deployment plans and forecast modelling,"JSW Centre, BKC. No posting evidence. Corporate-side role - expect a narrower mandate than an investment platform seat.",A07,Above benchmark (13-26),,
A07-044,"Manager, Structured Finance & Treasury",Adani Group,Corporate,BKC,Manager,6-10 yrs (inferred),Treasury & Capital Planning,Structured funding; treasury planning; refinancing; cashflow modelling; lender and investor coordination,30-55,Market estimate,Naukri,https://www.naukri.com/structured-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"Large-scale infra refinancing and capital planning at pace, but corporate treasury rather than the asset-strategy work he owns today.","Capital planning, commitments and funding schedules",Adani's principal offices are in Ahmedabad with a Mumbai presence - confirm the seat is genuinely Mumbai-based before proceeding. No posting evidence.,A07,Not benchmarked,,
A07-045,"Assistant Vice President, Infrastructure & Structured Finance",Tata Capital,NBFC / HFC,Lower Parel,AVP,6-10 yrs (inferred),Structured Finance,Structured lending; infrastructure and real asset financing; cashflow modelling; deal structuring; portfolio monitoring,30-50,Market estimate,Naukri,https://www.naukri.com/structured-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Diversified structured book across real assets and infrastructure; transferable modelling work at a step sideways in domain.,Asset-backed cashflow structuring and modelling,"Peninsula Business Park, Lower Parel. No posting evidence. Strong brand for an India-entry move; expect a credit-heavy interview loop.",A07,Not benchmarked,,
A07-046,"Manager, Structured Credit & Real Assets",Piramal Finance,NBFC / HFC,Worli,Manager,5-9 yrs (inferred),Structured Finance,Structured credit; real asset underwriting; cashflow modelling; exit and refinancing analysis; portfolio monitoring,30-50,Market estimate,Naukri,https://www.naukri.com/structured-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Real-asset backed structured credit where underwriting turns on sell-down and exit assumptions - adjacent to his disposition work.,Exit-channel and sell-down analytics for residential assets,"Piramal Tower, Worli. No posting evidence. Their residential-project exposure means his SFR sell-down experience is an unusually relevant talking point.",A07,Above benchmark (12-25),,
A07-047,"Director, Project & Export Finance",Standard Chartered Bank,Bank,BKC,Director,9-14 yrs (inferred),Project Finance,Project finance structuring; ECA-backed financing; financial modelling; risk allocation; syndication,55-90,Market estimate,LinkedIn,https://in.linkedin.com/jobs/project-finance-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Global project-finance platform with a Mumbai desk; modelling-intensive but advisory and origination rather than asset ownership.,Long-dated cashflow modelling and risk-allocation analysis,"No posting evidence. Director band likely requires an existing project-finance track record - this is a reach without an infra-credit CV, so lead with modelling depth and a referral.",A07,Not benchmarked,,
A07-048,"Vice President, Infrastructure & Project Finance",HSBC India,Bank,Fort,VP,8-12 yrs (inferred),Project Finance,Project finance; infrastructure coverage; structured lending; financial modelling; client coverage,45-75,Market estimate,LinkedIn,https://in.linkedin.com/jobs/project-finance-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"International bank infra desk in Mumbai where his global-platform exposure helps, though the role is coverage-led rather than strategy-owning.",Financial modelling and cross-functional deal leadership,HSBC India's head office is in Fort. No posting evidence. Check whether the role is front-office coverage or GCC-based analytics support - HSBC has both in Mumbai.,A07,Not benchmarked,,
A07-049,"Associate Director, Structured Finance Ratings",CRISIL Ratings,Consulting,Powai,Director,7-12 yrs (inferred),Credit Ratings,Structured finance ratings; securitisation cashflow modelling; pool analytics; surveillance; rating committee presentation,25-42,Market estimate,Naukri,https://www.naukri.com/structured-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Pool and waterfall modelling is a technical match, but ratings work observes structures rather than allocating capital - a clear step sideways.",Waterfall and pool cashflow modelling,"CRISIL House, Powai. No posting evidence. Good for fast India structured-finance fluency and a recognisable brand; poor for scope and comp relative to his current role.",A07,In line (20-50),,
A07-050,"Associate Director, Structured Finance",India Ratings and Research (Fitch Group),Consulting,BKC,Director,7-12 yrs (inferred),Credit Ratings,ABS/MBS analysis; cashflow waterfall modelling; credit enhancement sizing; surveillance; sector research,25-40,Market estimate,Naukri,https://www.naukri.com/securitisation-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"MBS analysis draws directly on residential cashflow knowledge he already has, but the seat is analytical rather than decision-making.",Residential cashflow analytics and credit-enhancement logic,"Wockhardt Towers, BKC. No posting evidence. Fitch affiliation gives international portability if he later moves back out of India.",A07,In line (20-50),,
A07-051,"Manager, Project Finance & Portfolio Monitoring",Aseem Infrastructure Finance,NBFC / HFC,Mumbai (unspecified),Manager,5-9 yrs (inferred),Project Finance,Project finance appraisal; portfolio monitoring; cashflow modelling; refinancing analysis; covenant tracking,25-42,Market estimate,Naukri,https://www.naukri.com/project-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"NIIF-platform infra lender - a credible way into the NIIF ecosystem, though monitoring-weighted work sits below his current scope.",Portfolio monitoring and cashflow forecasting at asset level,"NIIF-sponsored, Mumbai-based. No posting evidence. Main value is as a side door to NIIF's fund business; do not take it as an end state.",A07,Not benchmarked,,
A07-052,"Manager, Securitisation & Pool Analytics",HDFC Bank,Bank,Lower Parel,Manager,5-9 yrs (inferred),Securitisation,Securitisation; pool selection analytics; cashflow modelling; investor reporting; portfolio analytics,28-45,Market estimate,Naukri,https://www.naukri.com/securitisation-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"India's largest retail securitisation programme, heavy on pool analytics - transferable modelling, but a back-of-house seat relative to asset strategy.",Portfolio segmentation and cashflow analytics,"No posting evidence. Mortgage-pool work is the natural hook given his residential background; be explicit that he wants analytics ownership, not operations.",A07,In line (22-46),,
A07-053,"Manager, Infrastructure Asset Management",Sembcorp Green Infra (India),Corporate,Mumbai (unspecified),Manager,6-10 yrs (inferred),Asset Management,Renewable asset performance; revenue and generation forecasting; capital planning; contract management; reporting,28-48,Market estimate,LinkedIn,https://in.linkedin.com/jobs/asset-management-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,Operating renewable portfolio where generation and PPA revenue forecasting is structurally the same exercise as rent and occupancy forecasting.,Revenue forecasting and portfolio performance management,"Verify the Mumbai base - Sembcorp's India operations are substantially Gurugram and Hyderabad centred, so this may not be a Mumbai seat. No posting evidence.",A07,Not benchmarked,,
A07-054,"Financial Modelling Lead, Infrastructure",Tata Projects,Corporate,Mumbai (unspecified),Senior Manager,7-12 yrs (inferred),Project Finance,Project financial modelling; bid economics; funding structures; scenario analysis; commercial evaluation,28-45,Market estimate,Naukri,https://www.naukri.com/financial-modelling-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Bid and project economics modelling uses his scenario-modelling strength, but EPC-side commercial evaluation is well off his investment-strategy core.",Scenario and forecast modelling for capital decisions,Tata Projects splits corporate functions between Mumbai and Hyderabad - confirm location. No posting evidence. Lowest-priority row in this lane; included for completeness of the infra corporate set.,A07,Not benchmarked,,
