Listing_ID,Role_Title,Company,Company_Type,Location_Micro_Market,Seniority,Experience_Required,Function,Key_Skills,Comp_Range_INR_LPA,Comp_Basis,Portal,Source_URL,Listing_Status,Posting_Date,Date_Found,Fit_Score,Fit_Rationale,Profile_Hook,Application_Notes,Agent_Source
A05-043,Vice President - Investment Banking Division (Real Estate & Infrastructure),Nomura India,Investment Bank,Powai,VP,~8-13 yrs (inferred),IB Coverage,M&A and ECM execution; sector coverage; valuation; cross-border deal support; financial modelling,70-120,Market estimate,Company Careers Page,https://www.nomura.com/india/careers/,Target employer - not verified,Unknown,2026-09-19,6,"Nomura India runs a full Investment Banking Division in Mumbai, but much of the Mumbai headcount supports global offices rather than owning India real-asset coverage.",Cross-border financial modelling and transaction analytics,Confirm whether the seat is India coverage or global-support (Powai campus). Careers portal at nomura.com/india/careers. Global-support seats have better hours but less client ownership.,A05
A05-044,Vice President - Debt Advisory & Restructuring,Rothschild & Co India,Investment Bank,Mumbai (unspecified),VP,~7-12 yrs (inferred),IB Coverage,Debt advisory; restructuring; capital structure modelling; lender negotiation; covenant analysis,70-120,Market estimate,LinkedIn,https://in.linkedin.com/jobs/vice-president-investment-banking-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,6,"Debt advisory relies on detailed cash-flow and covenant modelling, which he does for fund capital plans, but restructuring is a distinct craft he has not practised.",Capital structure and cash-flow forecasting across funds and JVs,Rothschild India is small and hires selectively. Indian stressed-asset/IBC process knowledge is the gap. Moderate priority.,A05
A05-045,Vice President - M&A Advisory,Lazard India,Investment Bank,Mumbai (unspecified),VP,~7-12 yrs (inferred),IB Coverage,M&A execution; valuation; board-level advisory; financial modelling; sector analysis,75-130,Market estimate,LinkedIn,https://in.linkedin.com/jobs/vice-president-investment-banking-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,6,"Pure advisory M&A at an elite boutique - excellent training, but no real-estate coverage in India to make use of his specialism.",Rigorous financial modelling and strategic analysis,Very small India team; lateral hiring is almost entirely from other IBs. Realistically a low-probability application.,A05
A05-046,Vice President - Investment Banking,Moelis & Company India,Investment Bank,Mumbai (unspecified),VP,~7-12 yrs (inferred),IB Coverage,M&A and capital structure advisory; restructuring; valuation; sponsor coverage; modelling,75-130,Market estimate,LinkedIn,https://in.linkedin.com/jobs/vice-president-investment-banking-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,6,"Moelis has a real estate practice globally, which gives a sector hook, though the India team is generalist and very small.",Real estate sector fluency plus fund and JV distribution mechanics,"If he pursues a global boutique, Moelis is the one with the most credible RE practice to reference. Approach via the US RE team for an India referral.",A05
A05-047,Vice President - Corporate Finance (Real Estate & Real Assets),Houlihan Lokey India,Investment Bank,Mumbai (unspecified),VP,~7-12 yrs (inferred),IB Coverage,M&A execution; valuation; financial restructuring; fairness opinions; real-asset analysis,60-110,Market estimate,LinkedIn,https://in.linkedin.com/jobs/vice-president-investment-banking-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,6,"Houlihan Lokey has strong real estate and valuation practices globally; the India office is smaller and more valuation/restructuring weighted, which dilutes the sector fit.",Asset-level valuation and portfolio analytics,"HL India also runs a large financial-valuation GCC - check whether the seat is advisory or valuation support, as the career shapes differ sharply.",A05
A05-048,Director - Transaction Advisory (Real Estate & Infrastructure),Alvarez & Marsal India,Consulting,Mumbai (unspecified),Director,~9-14 yrs (inferred),Strategy,Transaction diligence; operational value creation; financial modelling; RE/infra sector analysis; client delivery,60-110,Market estimate,LinkedIn,https://in.linkedin.com/jobs/investment-banking-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,6,"A&M transaction advisory blends diligence with operational improvement - closer to his strategy-and-analytics working style than sell-side IB, though it is consulting, not principal investing.",Cross-functional strategic projects and portfolio performance improvement,"A&M values operator-side experience more than banks do, which works in his favour. Consulting travel and utilisation targets are the trade-off to understand.",A05
A05-049,"Director - Valuation Advisory, Real Estate & Infrastructure",Kroll India,Consulting,Mumbai (unspecified),Director,~9-14 yrs (inferred),RE Investments,Real asset valuation; DCF and income-approach modelling; fair value reporting; infrastructure valuation; client advisory,50-90,Market estimate,LinkedIn,https://in.linkedin.com/jobs/investment-banking-jobs-mumbai,Target employer - not verified,Unknown,2026-09-19,5,"Real-asset valuation uses his DCF and income-approach fluency, but the work is reporting-driven and lacks the decision ownership he has today.",Asset-level valuation and cash-flow modelling,Kroll (formerly Duff & Phelps) has a large Mumbai valuation practice. Steady hours; a step away from investment decision-making - flag that trade-off honestly.,A05
A05-050,Vice President - REIT & InvIT Advisory,Ambit Capital,Investment Bank,Lower Parel,VP,~7-12 yrs (inferred),IB Coverage,REIT/InvIT structuring; distribution and yield modelling; SEBI regulations; sponsor advisory; unitholder analytics,55-95,Market estimate,iimjobs,https://www.iimjobs.com/real-estate-investment-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,8,"REIT/InvIT advisory is built on distribution waterfalls, yield targets and sponsor economics - the same mechanics as the fund and JV distribution modelling he owns.","Waterfall, promote and preferred-return distribution modelling across funds and JVs",Speculative role construction at a firm with real-asset advisory capability - no live posting seen. The REIT/InvIT angle is his strongest positioning in this lane regardless of which house he targets.,A05
A05-051,AVP - Real Estate Capital Markets & Investor Coverage,ICICI Securities,Investment Bank,Mumbai (unspecified),AVP,~5-9 yrs (inferred),RE Investments,RE investor coverage; REIT research and marketing; valuation; capital raising support; modelling,40-70,Market estimate,iimjobs,https://www.iimjobs.com/banking-finance-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,"An AVP execution seat in RE capital markets is a more realistic entry point for him than a VP origination role, and uses his underwriting strengths directly.",Asset-level investment analysis and REIT distribution mechanics,Deliberately pitched one level below the VP row for the same firm - entering at AVP is the pragmatic route given no Indian deal sheet. Do not apply to both reqs simultaneously.,A05
A05-052,Vice President - Real Estate & Hospitality Investment Banking,Equirus Capital,Investment Bank,Mumbai (unspecified),VP,~6-11 yrs (inferred),IB Coverage,Hospitality and RE coverage; operating-asset valuation; capital raising; feasibility analysis; deal structuring,45-80,Market estimate,iimjobs,https://www.iimjobs.com/k/investment-banking-jobs,Target employer - not verified,Unknown,2026-09-19,7,"Hospitality assets are priced on RevPAR and occupancy dynamics, giving his revenue-management background an unusually direct application inside an IB seat.",Rent/occupancy optimisation and revenue forecasting translated to RevPAR and ADR,Speculative role construction - no live posting seen. Pitch the hospitality-revenue-management angle proactively to mid-market banks; it is a rare skill on Indian IB desks.,A05
A05-053,Vice President - Real Estate Capital Markets (India Desk),Colliers India,Consulting,Mumbai (unspecified),VP,~6-11 yrs (inferred),RE Investments,Cross-border investor coverage; portfolio underwriting; investment sales; market analytics; deal execution,40-70,Market estimate,Naukri,https://www.naukri.com/capital-markets-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,A VP seat covering foreign institutional capital entering Indian real estate is where his US institutional-investor fluency is an asset rather than a gap.,US institutional RE platform experience - speaks the language of the foreign capital Colliers courts,"Positioned one level below the Colliers Director row and aimed at the cross-border desk, where his lack of a local network matters less. Do not apply to both.",A05
A05-054,Vice President - Infrastructure Advisory & Fund Mobilisation,Kotak Investment Banking,Investment Bank,BKC,VP,~8-12 yrs (inferred),IB Coverage,Infrastructure advisory; fund mobilisation; InvIT structuring; project cash-flow modelling; institutional placement,60-100,Market estimate,Company Careers Page,https://investmentbank.kotak.com/careers/join.asp?q=4,Search-surfaced,Unknown,2026-09-19,7,"Kotak explicitly offers infrastructure advisory and fund mobilisation - fund-raising mechanics, commitments and capital calls are exactly what he has run on the sponsor side.","Fund and JV capital planning: deployment plans, commitments and capital calls","Kotak IB careers portal confirmed live. Infrastructure is a new domain for him but fund mobilisation is not - lead with the capital-formation experience, not sector knowledge.",A05
A05-055,AVP - Capital Markets (Investment Sales),CBRE India,Consulting,Mumbai (unspecified),AVP,~5-9 yrs (inferred),RE Investments,Investment sales execution; underwriting; buyer identification; cash-flow modelling; pitch materials,30-55,Market estimate,Company Careers Page,https://www.cbre.co.in/careers,Target employer - not verified,Unknown,2026-09-19,7,Investment sales execution is the advisory mirror of his disposition strategy work - deciding which assets clear at what price into which buyer pool.,"Retail disposition strategy: which assets to sell, when, into which channel, at what price",Realistic entry level into CBRE capital markets given no Indian transaction record. Pitched below the Director row for the same firm - pick one.,A05
A05-056,Vice President - Real Estate Investment Banking,Nuvama Capital Markets,Investment Bank,Mumbai (unspecified),VP,~7-12 yrs (inferred),IB Coverage,RE developer coverage; structured capital raising; valuation; investor distribution; deal execution,55-90,Market estimate,iimjobs,https://www.iimjobs.com/private-equity-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,"Nuvama inherited Edelweiss real-estate relationships and runs alternatives alongside IB, so a RE coverage seat there would use his sector depth directly.",Institutional RE underwriting plus fund distribution mechanics,Speculative role construction - the confirmed Nuvama hiring seen was Healthcare/Pharma coverage. Worth a direct approach to the real-assets team rather than a portal application.,A05
A05-057,"Associate Director - Transaction Advisory, Real Assets",Knight Frank India,Consulting,Mumbai (unspecified),Director,~8-12 yrs (inferred),RE Investments,Transaction advisory; portfolio strategy; valuation; residential and commercial analytics; investor coverage,45-80,Market estimate,Naukri,https://www.naukri.com/capital-markets-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,Portfolio strategy advisory for residential and commercial owners is the consulting form of the portfolio performance management he already does.,Portfolio performance management and occupancy/renewal strategy,Second Knight Frank row aimed at advisory rather than capital markets. Their residential research franchise is a natural conversation starter given his asset class.,A05
A05-058,Vice President - Investment Banking (Real Estate & Infrastructure),Anand Rathi Advisors,Investment Bank,Mumbai (unspecified),VP,~6-11 yrs (inferred),IB Coverage,RE/infra coverage; private capital raising; valuation; promoter coverage; structuring,45-80,Market estimate,iimjobs,https://www.iimjobs.com/k/investment-banking-jobs,Target employer - not verified,Unknown,2026-09-19,6,"Anand Rathi is actively building verticals in IB and real assets are a natural adjacency, but origination-driven mid-market coverage rewards local relationships.",Real-asset investment analysis and capital planning,Confirmed hiring appetite in IB (energy vertical SVP seen). Approach the IB head about a RE/real-assets vertical rather than applying to a posted req.,A05
A05-059,VP - Structured Products & Real Estate Financing,IIFL Capital Services,Investment Bank,Lower Parel,VP,~6-11 yrs (inferred),RE Investments,Structured products; RE financing; cash-flow and security modelling; investor placement; risk analysis,50-85,Market estimate,Naukri,https://www.naukri.com/investment-banking-jobs-in-mumbai,Target employer - not verified,Unknown,2026-09-19,7,Structured real estate financing turns on projected project cash flows and downside scenarios - the scenario and forecast modelling he does daily.,Scenario and downside forecast modelling on residential asset cash flows,Second IIFL row targeting the structured-products desk rather than coverage. Confirm which group entity holds it before applying; do not submit both IIFL applications.,A05
A05-060,Manager - Infrastructure & Real Assets Transaction Advisory,Alvarez & Marsal India,Consulting,Mumbai (unspecified),Senior Manager,~6-10 yrs (inferred),Strategy,Financial due diligence; operating model analysis; infrastructure sector modelling; value creation planning; client delivery,40-70,Market estimate,LinkedIn,https://in.linkedin.com/jobs/infrastructure-investment-jobs-mumbai-metropolitan-region,Target employer - not verified,Unknown,2026-09-19,6,"Real-assets diligence and value-creation work matches his analytical toolkit, but it is advisory delivery rather than owning investment or pricing decisions.",Ad-hoc strategic and analytical projects across an investment platform,Second A&M row at a more realistic entry level. Consulting is a viable bridge into the Indian market if IB doors prove slow - flag the utilisation and travel reality.,A05
A05-061,VP - Infrastructure Investment Banking,SBI Capital Markets,Investment Bank,Navi Mumbai,VP,~8-13 yrs (inferred),IB Coverage,Project finance advisory; infrastructure appraisal; debt syndication; financial modelling; lender coordination,40-70,Market estimate,Indeed,"https://in.indeed.com/Infrastructure-Investment-Bank-jobs-in-Mumbai,-Maharashtra",Target employer - not verified,Unknown,2026-09-19,6,SBI Caps is the largest project-finance advisory house in India; long-dated cash-flow modelling transfers but the culture and pay scale differ sharply from a US platform role.,Long-horizon capital deployment and cash-flow forecasting,"PSU-affiliated; compensation and hiring process differ from private-sector IB. Offices at Belapur, Navi Mumbai and Nariman Point. Include for lane completeness.",A05
